id,name,urban_area,state_code,state,postcode,type,latitude,longitude,elevation,population,area,local_government_area,timezone,bordering_location_ids
167,Alphington,Melbourne,VIC,Victoria,3078,Suburb,-37.78077,145.03116,38,5080,2.817,Yarra (City),Australia/Melbourne,4636/6437/6902/6905/13077
168,Alpine,,NSW,New South Wales,2575,Rural locality,-34.40952,150.52396,605,135,23.033,Wingecarribee (Area),Australia/Sydney,460/3050/8749/9223/15187
169,Alpurrurulam,,NT,Northern Territory,4825,Urban locality,-20.98411,137.85075,201,420,9.993,Barkly (Regional Council),Australia/Darwin,3331
170,Alsace,,QLD,Queensland,4702,Rural locality,-23.27589,149.35051,134,3,351.823,Central Highlands (Regional Council),Australia/Brisbane,1178/3888/6504/7986
171,Alstonvale,,NSW,New South Wales,2477,Rural locality,-28.80561,153.44548,129,442,10.258,Ballina (Area),Australia/Sydney,172/8365/10633/12960/13393/14686
172,Alstonville,,NSW,New South Wales,2477,Urban locality,-28.84213,153.44036,150,5739,28.825,Ballina (Area),Australia/Sydney,171/7949/11600/12960/13393/13633/14686
173,Altona,,SA,South Australia,5351,Rural locality,-34.59717,138.91362,233,131,8.879,Barossa (District Council),Australia/Adelaide,7944/10732/11607/14511
174,Altona,Melbourne,VIC,Victoria,3018,Suburb,-37.86928,144.83029,8,10762,16.737,Hobsons Bay (City),Australia/Melbourne,175/176/7526/7528/11858/14512/14514
175,Altona Meadows,Melbourne,VIC,Victoria,3028,Suburb,-37.87163,144.77808,11,19160,10.54,Hobsons Bay (City),Australia/Melbourne,174/7526/10886/11842
176,Altona North,Melbourne,VIC,Victoria,3025,Suburb,-37.83471,144.84768,17,12152,13.944,Hobsons Bay (City),Australia/Melbourne,174/1822/7528/9875/12167/14512/14514
177,Alton Downs,,QLD,Queensland,4702,Rural locality,-23.30718,150.38804,29,1278,177.472,Rockhampton (Regional Council),Australia/Brisbane,3636/4537/5238/5291/9932/10832/11373/12226
178,Alumy Creek,,NSW,New South Wales,2460,Rural locality,-29.64092,152.95145,5,91,9.053,Clarence Valley (Area),Australia/Sydney,2555/5529/5576/6612/12145/13355
179,Alva,,QLD,Queensland,4807,Urban locality,-19.4575,147.48173,7,279,112.822,Burdekin (Shire),Australia/Brisbane,64/461/1669/3006
180,Alvie,,VIC,Victoria,3249,Rural locality,-38.24432,143.4819,120,132,25.306,Colac-Otway (Shire),Australia/Melbourne,3265/3324/4010/14046/14858
181,Alyangula,,NT,Northern Territory,885,Urban locality,-13.85287,136.42249,27,873,2.743,Unincorporated,Australia/Darwin,241
182,Amamoor,,QLD,Queensland,4570,Rural locality,-26.34524,152.67499,74,636,34.356,Gympie (Regional Council),Australia/Brisbane,183/2261/3005/3611/6689/6690/7283
183,Amamoor Creek,,QLD,Queensland,4570,Rural locality,-26.35952,152.56331,128,56,168.814,Gympie (Regional Council),Australia/Brisbane,182/2261/6690/7472/8889/13581/13588/14913
184,Amaroo,Canberra,ACT,Australian Capital Territory,2914,Suburb,-35.17033,149.12588,631,5710,2.587,Unincorporated,Australia/Sydney,1435/4833/5740/6444/8824/9901
185,Amaroo,,NSW,New South Wales,2866,Rural locality,-33.16432,148.92084,626,46,16.78,Cabonne (Area),Australia/Sydney,1556/8807
186,Amaroo,,QLD,Queensland,4829,Rural locality,-23.39387,139.67312,119,22,9358.704,Boulia (Shire),Australia/Brisbane,869/5079/12540/13186/14538
187,Amata,,SA,South Australia,872,Urban locality,-26.15662,131.14472,694,455,11.248,Anangu Pitjantjatjara (Aboriginal Council),Australia/Adelaide,213
188,Ambania,,WA,Western Australia,6632,Rural locality,-28.69532,115.1188,235,12,327.855,Greater Geraldton (City),Australia/Perth,4283/4406/4495/4496/10045/12924/14272
189,Ambarvale,Sydney,NSW,New South Wales,2560,Suburb,-34.08047,150.80364,86,7374,2.882,Campbelltown (City),Australia/Sydney,1647/2346/4478/5216/11540/12395
190,Amber,,QLD,Queensland,4871,Rural locality,-17.74731,144.31566,408,0,1032.898,Mareeba (Shire),Australia/Brisbane,26/769/1402/1983/3492/4885/12274
191,Ambergate,,WA,Western Australia,6280,Rural locality,-33.71163,115.32628,21,467,38.395,Busselton (City),Australia/Perth,1590/2690/6560/6653/13680
192,Amberley,Brisbane,QLD,Queensland,4306,Suburb,-27.64043,152.7024,42,253,26.111,Ipswich (City),Australia/Brisbane,6495/6759/7572/11092/13855/14525/14932/15039
193,Ambleside,Devonport,TAS,Tasmania,7310,Suburb,-41.20612,146.37295,15,663,1.092,Devonport (City),Australia/Hobart,4221/7509
194,Ambrose,,QLD,Queensland,4695,Rural locality,-23.78568,150.9268,36,218,63.263,Gladstone (Regional Council),Australia/Brisbane,1644/3722/7982/9215/11166
195,Amby,,QLD,Queensland,4462,Rural locality,-26.54921,148.1869,354,86,198.98,Maranoa (Regional Council),Australia/Brisbane,4578/8737/13798
196,Amelup,,WA,Western Australia,6338,Rural locality,-34.23847,118.22088,185,64,402.441,Gnowangerup (Shire),Australia/Perth,5373/8025/8837/9634/10102/12405
197,American Beach,,SA,South Australia,5222,Rural locality,-35.77694,137.8765,28,6,0.632,Kangaroo Island (District Council),Australia/Adelaide,800/4063/6700
198,American River,,SA,South Australia,5221,Urban locality,-35.77305,137.77996,15,238,1.82,Kangaroo Island (District Council),Australia/Adelaide,576/9565
199,Amherst,,VIC,Victoria,3371,Rural locality,-37.14647,143.67017,254,65,34,Central Goldfields (Shire),Australia/Melbourne,50/2055/3619/7643/12704
200,Amiens,,QLD,Queensland,4380,Rural locality,-28.58362,151.80109,871,293,51.903,Southern Downs (Regional Council),Australia/Brisbane,663/1782/2390/5396/5611/10590/10774
201,Amity,,QLD,Queensland,4183,Urban locality,-27.39789,153.43908,7,387,5.063,Redland (City),Australia/Brisbane,10104
202,Amoonguna,,NT,Northern Territory,873,Urban locality,-23.76847,133.93067,546,239,5.588,MacDonnell (Regional Council),Australia/Darwin,3106/5805/11567
203,Amor,,VIC,Victoria,3825,Rural locality,-37.94124,146.3998,521,0,6.464,Baw Baw (Shire),Australia/Melbourne,806/2494/4501/11231/13796
204,Amosfield,,NSW,New South Wales,4380,Rural locality,-28.62402,152.06643,870,31,58.004,Tenterfield (Area),Australia/Sydney,1465/7705/8281/11624/12549/14976
205,Amphitheatre,,VIC,Victoria,3468,Rural locality,-37.18234,143.39992,280,248,152.469,Pyrenees (Shire),Australia/Melbourne,443/4425/5295/5327/7442/7622/9226/14039
206,Ampilatwatja,,NT,Northern Territory,872,Urban locality,-21.65288,135.22453,399,418,28.277,Barkly (Regional Council),Australia/Darwin,11743
207,Amyton,,SA,South Australia,5431,Rural locality,-32.60343,138.32739,316,5,75.9,Mount Remarkable (District Council),Australia/Adelaide,3199/5851/8983/14528/14548
208,Anabranch North,,NSW,New South Wales,2648,Rural locality,-33.29636,141.80229,42,9,1661.394,Wentworth (Area),Australia/Sydney,209/10932/11822
209,Anabranch South,,NSW,New South Wales,2648,Rural locality,-33.54487,141.73014,56,34,2279.463,Wentworth (Area),Australia/Sydney,208/3526/10514/10797/10932/11628/11822/13978/14227
210,Anakie,,VIC,Victoria,3213,Rural locality,-37.93803,144.2847,136,690,181.123,Greater Geelong (City),Australia/Melbourne,582/7489/7728/7841/8308/8930/12358/12371/12617
211,Anama,,SA,South Australia,5464,Rural locality,-33.68676,138.56545,373,14,24.224,Clare and Gilbert Valleys (District Council),Australia/Adelaide,694/2050/4587/5909/6117/8234
212,Anambah,,NSW,New South Wales,2320,Rural locality,-32.67607,151.49513,13,30,11.592,Maitland (City),Australia/Sydney,22/5496/8430/11527/11658/14579/14583
213,Anangu Pitjantjatjara Yankunytjatjara,,SA,South Australia,872,Rural locality,-27.07839,131.20589,498,226,102237.144,Anangu Pitjantjatjara (Aboriginal Council),Australia/Adelaide,187/836/5100/6347/6657/6672/6715/8657/9514/9895/10335/10721/10847/11073/11783/14068
214,Anatye,,NT,Northern Territory,872,Rural locality,-23.37944,136.49541,256,111,45033.168,Central Desert (Regional Council),Australia/Darwin,869/2540/3331/5805/5908/11743/12017/12540/13186
215,Ancona,,VIC,Victoria,3715,Rural locality,-36.97227,145.79054,324,84,68.446,Mansfield (Shire),Australia/Melbourne,1439/8517/12493/14763
216,Andamooka,,SA,South Australia,5722,Urban locality,-30.4536,137.16498,109,316,23.817,Unincorporated,Australia/Adelaide,217
217,Andamooka Station,,SA,South Australia,5719,Rural locality,-30.77681,136.61509,103,4,8794.54,Unincorporated,Australia/Adelaide,216/308/1423/5240/7414/10319/11612/12534/14486/14639
218,Andergrove,Mackay,QLD,Queensland,4740,Suburb,-21.09694,149.18533,8,9419,8.48,Mackay (Regional Council),Australia/Brisbane,831/1264/7984/9286/10074/12048
219,Anderleigh,,QLD,Queensland,4570,Rural locality,-25.99842,152.67358,109,90,48.177,Gympie (Regional Council),Australia/Brisbane,3565/3998/5357/5726/9763/10041
220,Anderson,,VIC,Victoria,3995,Rural locality,-38.52174,145.4493,63,28,5.831,Bass Coast (Shire),Australia/Melbourne,782/6948/11773/14822
221,Ando,,NSW,New South Wales,2631,Rural locality,-36.73993,149.26121,884,72,112.163,Snowy Monaro Regional (Area),Australia/Sydney,1112/1947/3420/5214/6553
222,Andover,,TAS,Tasmania,7120,Rural locality,-42.33,147.46064,407,38,73.446,Southern Midlands (Municipality),Australia/Hobart,7581/9311/10263/10534/10609/12451/15215
223,Andrews,,SA,South Australia,5454,Rural locality,-33.599,138.63124,320,37,77.255,Northern Areas (District Council),Australia/Adelaide,1452/1844/4587/6117/7575/12232
224,Andrews Farm,Adelaide,SA,South Australia,5114,Suburb,-34.67146,138.66678,33,8043,3.989,Playford (City),Australia/Adelaide,238/3737/7974/9483/9485/10675/12060
225,Andromache,,QLD,Queensland,4800,Rural locality,-20.58452,148.42,66,51,423.065,Whitsunday (Regional Council),Australia/Brisbane,1315/1372/5464/7403/10606/13074
226,Anduramba,,QLD,Queensland,4355,Rural locality,-27.13461,152.08588,443,77,283.607,Toowoomba (Regional Council),Australia/Brisbane,2741/3011/3475/4454/4524/5425/5888/10764/12983
227,Anembo,,NSW,New South Wales,2621,Rural locality,-35.80545,149.42833,1076,66,171.82,Snowy Monaro Regional (Area),Australia/Sydney,6030/6514/6557/6563/13150
228,Angas Plains,,SA,South Australia,5255,Rural locality,-35.3349,138.96945,21,65,41.39,Alexandrina (District Council),Australia/Adelaide,983/7401/7461/8589/10209/11727/12488
229,Angaston,,SA,South Australia,5353,Urban locality,-34.50115,139.04683,354,2095,79.592,Barossa (District Council),Australia/Adelaide,1091/4789/6908/7638/8760/9248/10206/10685/12790/13728
230,Angas Valley,,SA,South Australia,5238,Rural locality,-34.75513,139.30616,79,47,50.234,Mid Murray (District Council),Australia/Adelaide,2310/8146/8597/11086/11728
231,Angelo River,,WA,Western Australia,6642,Rural locality,-24.0786,118.01042,356,9,13971.803,Meekatharra (Shire),Australia/Perth,2445/4247/6373/9861/10626/11454
232,Angledale,,NSW,New South Wales,2550,Rural locality,-36.63575,149.85715,51,154,26.813,Bega Valley (Area),Australia/Sydney,900/3220/3922/5586/12461/12777/12843
233,Angledool,,NSW,New South Wales,2834,Rural locality,-29.11312,147.90256,151,58,689.501,Brewarrina (Area),Australia/Sydney,3902/5420/5993/7637
234,Angle Park,Adelaide,SA,South Australia,5010,Suburb,-34.85913,138.56067,11,1563,1.07,Port Adelaide Enfield (City),Australia/Adelaide,4722/8154/11304/14609/14812
235,Anglers Reach,,NSW,New South Wales,2629,Rural locality,-35.9992,148.66485,1189,94,11.127,Snowy Monaro Regional (Area),Australia/Sydney,41/7191/10295
236,Anglers Rest,,VIC,Victoria,3898,Rural locality,-37.01433,147.45141,845,21,86.504,East Gippsland (Shire),Australia/Melbourne,1183/2026/2955/5350/10324
237,Anglesea,,VIC,Victoria,3230,Urban locality,-38.40513,144.18927,10,2545,96.76,Surf Coast (Shire),Australia/Melbourne,67/942/963/5102/10532/14226
238,Angle Vale,,SA,South Australia,5117,Urban locality,-34.64077,138.6466,37,2923,14.054,Playford (City),Australia/Adelaide,224/1904/5041/6104/7620/7974/9484/9485/10676
239,Angourie,,NSW,New South Wales,2464,Rural locality,-29.48101,153.35996,35,222,3.536,Clarence Valley (Area),Australia/Sydney,14848/15040/15250
240,Angurugu,,NT,Northern Territory,822,Urban locality,-13.98119,136.46121,16,855,1.513,East Arnhem (Regional Council),Australia/Darwin,241
241,Anindilyakwa,,NT,Northern Territory,822,Rural locality,-13.97005,136.59334,122,117,2592.737,East Arnhem (Regional Council),Australia/Darwin,181/240/8655/13528
242,Anketell,,WA,Western Australia,6167,Rural locality,-32.2187,115.86538,22,248,6.822,Kwinana (City),Australia/Perth,1080/2601/8108/10240/13055/13904
243,Anmatjere,,NT,Northern Territory,872,Rural locality,-22.00828,133.46465,529,477,54462.874,Central Desert (Regional Council),Australia/Darwin,2163/2770/3729/4475/5908/7387/7490/9362/11743/12762/12764/13173/14056/14530/14550/15233
244,Anna Bay,,NSW,New South Wales,2316,Urban locality,-32.77692,152.08327,7,3846,22.25,Port Stephens (Area),Australia/Sydney,1341/1352/4756/9781/10327/11003/11693/12879
245,Annadale,,SA,South Australia,5356,Rural locality,-34.38932,139.38842,73,44,46.771,Mid Murray (District Council),Australia/Adelaide,1295/11740/11873/12372/13382
246,Annandale,Sydney,NSW,New South Wales,2038,Suburb,-33.88144,151.17068,32,9451,1.493,Inner West (Area),Australia/Sydney,2353/4854/5205/7571/7652/11619/12341
247,Annandale,Townsville,QLD,Queensland,4814,Suburb,-19.31109,146.78764,10,8574,6.84,Townsville (City),Australia/Brisbane,71/2913/3405/3983/6319/9452/9523/11576/14931
248,Annangrove,,NSW,New South Wales,2156,Rural locality,-33.65777,150.94351,82,1397,10.246,The Hills Shire (Area),Australia/Sydney,6825/6866/8174/9779/11601
249,Annerley,Brisbane,QLD,Queensland,4103,Suburb,-27.51161,153.03183,45,11336,2.876,Brisbane (City),Australia/Brisbane,4167/4635/5628/8962/12844/14835/15157/15183
250,Anniebrook,,WA,Western Australia,6280,Rural locality,-33.66919,115.16909,15,54,13.263,Busselton (City),Australia/Perth,2467/8278/11149
251,Annuello,,VIC,Victoria,3549,Rural locality,-34.8477,142.83012,61,25,320.811,Swan Hill (Rural City),Australia/Melbourne,652/1399/7129/7228/7402/13916/14221/14618
252,Ansons Bay,,TAS,Tasmania,7264,Rural locality,-41.03789,148.26834,12,31,229.351,Break O'Day (Municipality),Australia/Hobart,4305/5192/5497/5505/9358/13005
253,Anstead,Brisbane,QLD,Queensland,4070,Suburb,-27.54559,152.87227,20,1509,13.852,Brisbane (City),Australia/Brisbane,685/941/6732/6914/8774/9130/10826/11076
254,Antechamber Bay,,SA,South Australia,5222,Rural locality,-35.80174,138.07272,10,8,14.936,Kangaroo Island (District Council),Australia/Adelaide,3598/4060/14523
255,Anthony,,QLD,Queensland,4310,Rural locality,-27.87818,152.68408,97,111,13.834,Scenic Rim (Regional Council),Australia/Brisbane,1299/8591/8643/9441/11423
256,Antigua,,QLD,Queensland,4650,Rural locality,-25.63821,152.60253,40,127,17.17,Fraser Coast (Regional Council),Australia/Brisbane,4704/5318/9469/10402/10778/10845/12424/15185
257,Antill Ponds,,TAS,Tasmania,7120,Rural locality,-42.20401,147.40135,293,11,40.482,Southern Midlands (Municipality),Australia/Hobart,10263/14754/15215
258,Antonymyre,,WA,Western Australia,6714,Rural locality,-20.66316,117.09337,8,0,25.774,Karratha (City),Australia/Perth,9069/14454
259,Antwerp,,VIC,Victoria,3414,Rural locality,-36.29842,142.02456,100,63,132.788,Hindmarsh (Shire),Australia/Melbourne,3882/5085/5292/6513/12847
260,Anula,Darwin,NT,Northern Territory,812,Suburb,-12.39191,130.89015,37,2369,1.318,Darwin (City),Australia/Darwin,8064/8251/8786/13760/14927
261,Apamurra,,SA,South Australia,5237,Rural locality,-34.85524,139.19677,159,8,3.742,Mid Murray (District Council),Australia/Adelaide,4923/8146/8597/10476
262,Apoinga,,SA,South Australia,5413,Rural locality,-33.92808,138.93758,468,32,51.625,Goyder (District Council),Australia/Adelaide,1269/1653/4456/7145/10964/13300/14086
263,Apollo Bay,,TAS,Tasmania,7150,Rural locality,-43.15912,147.29609,29,23,2.295,Kingborough (Municipality),Australia/Hobart,10030
264,Apollo Bay,,VIC,Victoria,3233,Urban locality,-38.74843,143.67043,1,1598,86.915,Colac-Otway (Shire),Australia/Melbourne,66/875/2433/8194/12036/12037/12792
265,Appila,,SA,South Australia,5480,Rural locality,-33.05054,138.42808,371,83,120.155,Mount Remarkable (District Council),Australia/Adelaide,1478/2293/2294/6215/12452/12817/14637
266,Appin,,NSW,New South Wales,2560,Urban locality,-34.20089,150.78748,242,2633,102.055,Wollondilly (Area),Australia/Sydney,2606/3695/3987/5131/6172/8440/14162/14563
267,Appin,,VIC,Victoria,3579,Rural locality,-35.88565,143.87805,82,11,37.808,Gannawarra (Shire),Australia/Melbourne,268/3893/7395/7997/13333
268,Appin South,,VIC,Victoria,3579,Rural locality,-35.94096,143.85991,86,29,51.533,Loddon (Shire),Australia/Melbourne,267/2367/7395/7544/7772/7997
269,Appleby,,NSW,New South Wales,2340,Rural locality,-30.96493,150.82515,365,37,18.152,Tamworth Regional (Area),Australia/Sydney,409/863/5120/8939
270,Applecross,Perth,WA,Western Australia,6153,Suburb,-32.0194,115.83322,10,6887,3.195,Melville (City),Australia/Perth,117/316/9289
271,Applethorpe,,QLD,Queensland,4378,Rural locality,-28.61395,151.95549,880,511,46.81,Southern Downs (Regional Council),Australia/Brisbane,1782/2390/3625/5314/11624/12346/13056
272,Apple Tree Creek,,QLD,Queensland,4660,Urban locality,-25.21521,152.234,80,639,23.879,Bundaberg (Regional Council),Australia/Brisbane,2767/4575/6426/7222/10062
273,Appletree Flat,,NSW,New South Wales,2330,Rural locality,-32.51231,150.86485,111,16,28.532,Singleton (Area),Australia/Sydney,4004/4147/6532
274,Apple Tree Flat,,NSW,New South Wales,2850,Rural locality,-32.68522,149.70505,490,41,17.022,Mid-Western Regional (Area),Australia/Sydney,3503/9211/9417/11137/11404
275,Apslawn,,TAS,Tasmania,7190,Rural locality,-41.95662,148.16487,43,18,76.211,Glamorgan/Spring Bay (Municipality),Australia/Hobart,1115/3406/3985/4952
276,Apsley,,NSW,New South Wales,2820,Rural locality,-32.59836,148.96393,337,107,28.23,Western Plains Regional (Area),Australia/Sydney,4018/9074/9816/14204/14948
277,Apsley,,TAS,Tasmania,7030,Rural locality,-42.41812,147.13831,297,35,68.364,Central Highlands (Municipality),Australia/Hobart,1573/7872/8426
278,Apsley,,VIC,Victoria,3319,Rural locality,-36.96756,141.08075,108,277,332.117,West Wimmera (Shire),Australia/Melbourne,997/1758/4310/6313/7173/7285/7464/7518/10604
279,Arable,,NSW,New South Wales,2630,Rural locality,-36.36737,148.94553,910,12,116.327,Snowy Monaro Regional (Area),Australia/Sydney,1058/1353/3171/3243/12985
280,Arakoon,,NSW,New South Wales,2431,Urban locality,-30.88823,153.06696,12,420,24.794,Kempsey (Area),Australia/Sydney,6533/6987/12221
281,Araluen,,NSW,New South Wales,2622,Rural locality,-35.64693,149.81215,155,168,121.274,Queanbeyan-Palerang Regional (Area),Australia/Sydney,1046/1907/3837/8057/8496/8830/9797/11312
282,Araluen,Alice Springs,NT,Northern Territory,870,Suburb,-23.70239,133.84954,585,2706,4.147,Alice Springs (Town),Australia/Darwin,1663/2818/4822/5141/7491
283,Araluen,,QLD,Queensland,4570,Rural locality,-26.15949,152.66767,104,614,6.568,Gympie (Regional Council),Australia/Brisbane,648/2722/5784/12739/13476/13706/13720
284,Aramac,,QLD,Queensland,4726,Urban locality,-22.97216,145.24543,229,299,39.49,Barcaldine (Regional Council),Australia/Brisbane,6316/6348/10661
285,Aramara,,QLD,Queensland,4620,Rural locality,-25.61128,152.32592,129,57,74.827,Fraser Coast (Regional Council),Australia/Brisbane,1839/3965/5744/10004/13060/14744
286,Arana Hills,Brisbane,QLD,Queensland,4054,Suburb,-27.39752,152.95954,46,6810,3.654,Moreton Bay (Regional Council),Australia/Brisbane,2076/4613/4720/6877/8746
287,Aranbanga,,QLD,Queensland,4625,Rural locality,-25.80681,151.67007,314,10,221.391,North Burnett (Regional Council),Australia/Brisbane,704/1537/5894/10693/10777/13768/14466
288,Aranda,Canberra,ACT,Australian Capital Territory,2614,Suburb,-35.25796,149.07565,632,2393,1.563,Unincorporated,Australia/Sydney,911/912/1864/3130/7999
